timestamp,country,energy_type,generation_MW
2022-01-02 17:00:00+00:00,Sweden,Wind,2421.0
2022-01-02 18:00:00+00:00,Sweden,Hydro,9569.0
2022-01-02 18:00:00+00:00,Sweden,Solar,0.0
2022-01-02 18:00:00+00:00,Sweden,Wind,2360.0
2022-01-02 19:00:00+00:00,Sweden,Hydro,9394.0
2022-01-02 19:00:00+00:00,Sweden,Solar,0.0
2022-01-02 19:00:00+00:00,Sweden,Wind,2369.0
2022-01-02 20:00:00+00:00,Sweden,Hydro,8605.0
2022-01-02 20:00:00+00:00,Sweden,Solar,0.0
2022-01-02 20:00:00+00:00,Sweden,Wind,2410.0
2022-01-02 21:00:00+00:00,Sweden,Hydro,8364.0
2022-01-02 21:00:00+00:00,Sweden,Solar,0.0
2022-01-02 21:00:00+00:00,Sweden,Wind,2610.0
2022-01-02 22:00:00+00:00,Sweden,Hydro,6719.0
2022-01-02 22:00:00+00:00,Sweden,Solar,0.0
2022-01-02 22:00:00+00:00,Sweden,Wind,2647.0
2022-01-02 23:00:00+00:00,Sweden,Hydro,5453.0
2022-01-02 23:00:00+00:00,Sweden,Solar,0.0
2022-01-02 23:00:00+00:00,Sweden,Wind,2723.0
2022-01-03 00:00:00+00:00,Sweden,Hydro,5267.0
2022-01-03 00:00:00+00:00,Sweden,Solar,0.0
2022-01-03 00:00:00+00:00,Sweden,Wind,2811.0
2022-01-03 01:00:00+00:00,Sweden,Hydro,5225.0
2022-01-03 01:00:00+00:00,Sweden,Solar,0.0
2022-01-03 01:00:00+00:00,Sweden,Wind,2672.0
2022-01-03 02:00:00+00:00,Sweden,Hydro,5245.0
2022-01-03 02:00:00+00:00,Sweden,Solar,0.0
2022-01-03 02:00:00+00:00,Sweden,Wind,2652.0
2022-01-03 03:00:00+00:00,Sweden,Hydro,5781.0
2022-01-03 03:00:00+00:00,Sweden,Solar,0.0
2022-01-03 03:00:00+00:00,Sweden,Wind,2609.0
2022-01-03 04:00:00+00:00,Sweden,Hydro,6262.0
2022-01-03 04:00:00+00:00,Sweden,Solar,0.0
2022-01-03 04:00:00+00:00,Sweden,Wind,2539.0
2022-01-03 05:00:00+00:00,Sweden,Hydro,8233.0
2022-01-03 05:00:00+00:00,Sweden,Solar,0.0
2022-01-03 05:00:00+00:00,Sweden,Wind,2583.0
2022-01-03 06:00:00+00:00,Sweden,Hydro,10015.0
2022-01-03 06:00:00+00:00,Sweden,Solar,0.0
2022-01-03 06:00:00+00:00,Sweden,Wind,2622.0
2022-01-03 07:00:00+00:00,Sweden,Hydro,10350.0
2022-01-03 07:00:00+00:00,Sweden,Solar,0.0
2022-01-03 07:00:00+00:00,Sweden,Wind,2620.0
2022-01-03 08:00:00+00:00,Sweden,Hydro,10419.0
2022-01-03 08:00:00+00:00,Sweden,Solar,1.0
2022-01-03 08:00:00+00:00,Sweden,Wind,2559.0
2022-01-03 09:00:00+00:00,Sweden,Hydro,10307.0
2022-01-03 09:00:00+00:00,Sweden,Solar,4.0
2022-01-03 09:00:00+00:00,Sweden,Wind,2718.0
2022-01-03 10:00:00+00:00,Sweden,Hydro,10379.0
2022-01-03 10:00:00+00:00,Sweden,Solar,7.0
2022-01-03 10:00:00+00:00,Sweden,Wind,2970.0
2022-01-03 11:00:00+00:00,Sweden,Hydro,10430.0
2022-01-03 11:00:00+00:00,Sweden,Solar,7.0
2022-01-03 11:00:00+00:00,Sweden,Wind,2957.0
2022-01-03 12:00:00+00:00,Sweden,Hydro,10465.0
2022-01-03 12:00:00+00:00,Sweden,Solar,5.0
2022-01-03 12:00:00+00:00,Sweden,Wind,3180.0
2022-01-03 13:00:00+00:00,Sweden,Hydro,10428.0
2022-01-03 13:00:00+00:00,Sweden,Solar,2.0
2022-01-03 13:00:00+00:00,Sweden,Wind,3346.0
2022-01-03 14:00:00+00:00,Sweden,Hydro,10435.0
2022-01-03 14:00:00+00:00,Sweden,Solar,0.0
2022-01-03 14:00:00+00:00,Sweden,Wind,3615.0
2022-01-03 15:00:00+00:00,Sweden,Hydro,10364.0
2022-01-03 15:00:00+00:00,Sweden,Solar,0.0
2022-01-03 15:00:00+00:00,Sweden,Wind,3857.0
2022-01-03 16:00:00+00:00,Sweden,Hydro,10460.0
2022-01-03 16:00:00+00:00,Sweden,Solar,0.0
2022-01-03 16:00:00+00:00,Sweden,Wind,4090.0
2022-01-03 17:00:00+00:00,Sweden,Hydro,10192.0
2022-01-03 17:00:00+00:00,Sweden,Solar,0.0
2022-01-03 17:00:00+00:00,Sweden,Wind,4355.0
2022-01-03 18:00:00+00:00,Sweden,Hydro,10308.0
2022-01-03 18:00:00+00:00,Sweden,Solar,0.0
2022-01-03 18:00:00+00:00,Sweden,Wind,4530.0
2022-01-03 19:00:00+00:00,Sweden,Hydro,9739.0
2022-01-03 19:00:00+00:00,Sweden,Solar,0.0
2022-01-03 19:00:00+00:00,Sweden,Wind,4680.0
2022-01-03 20:00:00+00:00,Sweden,Hydro,9123.0
2022-01-03 20:00:00+00:00,Sweden,Solar,0.0
2022-01-03 20:00:00+00:00,Sweden,Wind,4788.0
2022-01-03 21:00:00+00:00,Sweden,Hydro,8740.0
2022-01-03 21:00:00+00:00,Sweden,Solar,0.0
2022-01-03 21:00:00+00:00,Sweden,Wind,4870.0
2022-01-03 22:00:00+00:00,Sweden,Hydro,8188.0
2022-01-03 22:00:00+00:00,Sweden,Solar,0.0
2022-01-03 22:00:00+00:00,Sweden,Wind,5026.0
2022-01-03 23:00:00+00:00,Sweden,Hydro,7080.0
2022-01-03 23:00:00+00:00,Sweden,Solar,0.0
2022-01-03 23:00:00+00:00,Sweden,Wind,5154.0
2022-01-04 00:00:00+00:00,Sweden,Hydro,6790.0
2022-01-04 00:00:00+00:00,Sweden,Solar,0.0
2022-01-04 00:00:00+00:00,Sweden,Wind,5021.0
2022-01-04 01:00:00+00:00,Sweden,Hydro,6626.0
2022-01-04 01:00:00+00:00,Sweden,Solar,0.0
2022-01-04 01:00:00+00:00,Sweden,Wind,4839.0
2022-01-04 02:00:00+00:00,Sweden,Hydro,6691.0
2022-01-04 02:00:00+00:00,Sweden,Solar,0.0
2022-01-04 02:00:00+00:00,Sweden,Wind,4749.0
2022-01-04 03:00:00+00:00,Sweden,Hydro,7315.0
2022-01-04 03:00:00+00:00,Sweden,Solar,0.0
2022-01-04 03:00:00+00:00,Sweden,Wind,4669.0
2022-01-04 04:00:00+00:00,Sweden,Hydro,7912.0
2022-01-04 04:00:00+00:00,Sweden,Solar,0.0
2022-01-04 04:00:00+00:00,Sweden,Wind,4713.0
2022-01-04 05:00:00+00:00,Sweden,Hydro,8552.0
2022-01-04 05:00:00+00:00,Sweden,Solar,0.0
2022-01-04 05:00:00+00:00,Sweden,Wind,4589.0
2022-01-04 06:00:00+00:00,Sweden,Hydro,8910.0
2022-01-04 06:00:00+00:00,Sweden,Solar,0.0
2022-01-04 06:00:00+00:00,Sweden,Wind,4432.0
2022-01-04 07:00:00+00:00,Sweden,Hydro,9864.0
2022-01-04 07:00:00+00:00,Sweden,Solar,0.0
2022-01-04 07:00:00+00:00,Sweden,Wind,4154.0
2022-01-04 08:00:00+00:00,Sweden,Hydro,9870.0
2022-01-04 08:00:00+00:00,Sweden,Solar,2.0
2022-01-04 08:00:00+00:00,Sweden,Wind,4062.0
2022-01-04 09:00:00+00:00,Sweden,Hydro,10082.0
2022-01-04 09:00:00+00:00,Sweden,Solar,11.0
2022-01-04 09:00:00+00:00,Sweden,Wind,3720.0
2022-01-04 10:00:00+00:00,Sweden,Hydro,10266.0
2022-01-04 10:00:00+00:00,Sweden,Solar,19.0
2022-01-04 10:00:00+00:00,Sweden,Wind,3534.0
2022-01-04 11:00:00+00:00,Sweden,Hydro,10871.0
2022-01-04 11:00:00+00:00,Sweden,Solar,18.0
2022-01-04 11:00:00+00:00,Sweden,Wind,3244.0
2022-01-04 12:00:00+00:00,Sweden,Hydro,10844.0
2022-01-04 12:00:00+00:00,Sweden,Solar,11.0
2022-01-04 12:00:00+00:00,Sweden,Wind,3127.0
2022-01-04 13:00:00+00:00,Sweden,Hydro,10855.0
2022-01-04 13:00:00+00:00,Sweden,Solar,4.0
2022-01-04 13:00:00+00:00,Sweden,Wind,3110.0
2022-01-04 14:00:00+00:00,Sweden,Hydro,10869.0
2022-01-04 14:00:00+00:00,Sweden,Solar,0.0
2022-01-04 14:00:00+00:00,Sweden,Wind,2993.0
2022-01-04 15:00:00+00:00,Sweden,Hydro,10835.0
2022-01-04 15:00:00+00:00,Sweden,Solar,0.0
2022-01-04 15:00:00+00:00,Sweden,Wind,2868.0
