Datetime (UTC),Country,Zone name,Zone id,Carbon intensity gCO₂eq/kWh (direct),Carbon intensity gCO₂eq/kWh (Life cycle),Carbon-free energy percentage (CFE%),Renewable energy percentage (RE%),Data source,Data estimated,Data estimation method
2024-01-01 00:00:00,Italy,Italy,IT,231.98,303.57,51.0,43.08,,false,
2024-01-01 01:00:00,Italy,Italy,IT,227.06,296.86,52.63,44.99,,false,
2024-01-01 02:00:00,Italy,Italy,IT,226.4,296.04,52.9,45.06,,false,
2024-01-01 03:00:00,Italy,Italy,IT,224.22,293.72,53.33,45.37,,false,
2024-01-01 04:00:00,Italy,Italy,IT,223.05,291.65,53.78,46.03,,false,
2024-01-01 05:00:00,Italy,Italy,IT,225.37,294.23,53.21,45.61,,false,
2024-01-01 06:00:00,Italy,Italy,IT,226.36,294.76,53.06,46.38,,false,
2024-01-01 07:00:00,Italy,Italy,IT,210.48,275.75,56.51,50.12,,false,
2024-01-01 08:00:00,Italy,Italy,IT,200.46,264.35,58.23,53.11,,false,
2024-01-01 09:00:00,Italy,Italy,IT,182.36,243.46,61.81,56.37,,false,
2024-01-01 10:00:00,Italy,Italy,IT,183.57,244.99,61.54,56.04,,false,
2024-01-01 11:00:00,Italy,Italy,IT,194.11,257.12,59.25,53.83,,false,
2024-01-01 12:00:00,Italy,Italy,IT,207.7,273.76,56.02,50.08,,false,
2024-01-01 13:00:00,Italy,Italy,IT,215.87,283.54,54.1,46.24,,false,
2024-01-01 14:00:00,Italy,Italy,IT,239.63,311.04,48.97,40.58,,false,
2024-01-01 15:00:00,Italy,Italy,IT,260.37,334.15,44.8,36.91,,false,
2024-01-01 16:00:00,Italy,Italy,IT,258.72,325.54,47.16,40.38,,false,
2024-01-01 17:00:00,Italy,Italy,IT,258.73,322.57,47.91,41.81,,false,
2024-01-01 18:00:00,Italy,Italy,IT,259.0,322.61,47.91,41.57,,false,
2024-01-01 19:00:00,Italy,Italy,IT,261.15,327.62,46.81,40.31,,false,
2024-01-01 20:00:00,Italy,Italy,IT,264.45,334.51,45.38,38.6,,false,
2024-01-01 21:00:00,Italy,Italy,IT,268.06,345.71,42.55,35.51,,false,
2024-01-01 22:00:00,Italy,Italy,IT,264.3,341.68,43.73,36.6,,false,
2024-01-01 23:00:00,Italy,Italy,IT,243.39,315.32,49.35,40.23,,false,
2024-01-02 00:00:00,Italy,Italy,IT,231.34,300.27,52.31,42.3,,false,
2024-01-02 01:00:00,Italy,Italy,IT,235.35,304.85,51.89,41.24,,false,
2024-01-02 02:00:00,Italy,Italy,IT,245.89,318.13,49.38,38.78,,false,
2024-01-02 03:00:00,Italy,Italy,IT,246.27,319.04,49.02,38.12,,false,
2024-01-02 04:00:00,Italy,Italy,IT,261.33,334.31,46.41,37.28,,false,
2024-01-02 05:00:00,Italy,Italy,IT,280.42,359.2,40.89,32.85,,false,
2024-01-02 06:00:00,Italy,Italy,IT,272.76,349.33,42.02,34.74,,false,
2024-01-02 07:00:00,Italy,Italy,IT,257.75,328.34,46.21,39.49,,false,
2024-01-02 08:00:00,Italy,Italy,IT,247.17,316.63,48.29,42.51,,false,
2024-01-02 09:00:00,Italy,Italy,IT,235.29,306.81,49.3,43.93,,false,
2024-01-02 10:00:00,Italy,Italy,IT,230.17,299.97,50.83,45.2,,false,
2024-01-02 11:00:00,Italy,Italy,IT,223.3,291.16,52.67,46.87,,false,
2024-01-02 12:00:00,Italy,Italy,IT,222.55,290.52,52.6,46.43,,false,
2024-01-02 13:00:00,Italy,Italy,IT,232.38,303.33,49.89,43.98,,false,
2024-01-02 14:00:00,Italy,Italy,IT,246.71,318.25,47.26,41.28,,false,
2024-01-02 15:00:00,Italy,Italy,IT,256.04,326.08,46.06,39.93,,false,
2024-01-02 16:00:00,Italy,Italy,IT,249.77,316.57,47.78,41.98,,false,
2024-01-02 17:00:00,Italy,Italy,IT,248.05,315.17,47.98,42.15,,false,
2024-01-02 18:00:00,Italy,Italy,IT,246.52,314.31,48.01,41.9,,false,
2024-01-02 19:00:00,Italy,Italy,IT,244.71,316.32,47.28,41.0,,false,
2024-01-02 20:00:00,Italy,Italy,IT,243.97,315.66,47.75,41.17,,false,
2024-01-02 21:00:00,Italy,Italy,IT,226.94,295.95,51.88,44.32,,false,
2024-01-02 22:00:00,Italy,Italy,IT,210.07,274.84,56.21,47.78,,false,
2024-01-02 23:00:00,Italy,Italy,IT,191.33,251.5,61.0,51.32,,false,
2024-01-03 00:00:00,Italy,Italy,IT,176.84,234.78,64.08,53.59,,false,
2024-01-03 01:00:00,Italy,Italy,IT,176.87,234.24,64.59,55.28,,false,
2024-01-03 02:00:00,Italy,Italy,IT,171.04,226.56,66.22,57.19,,false,
2024-01-03 03:00:00,Italy,Italy,IT,170.07,225.54,66.14,57.02,,false,
2024-01-03 04:00:00,Italy,Italy,IT,172.01,228.65,64.9,55.2,,false,
2024-01-03 05:00:00,Italy,Italy,IT,189.29,247.52,61.37,51.93,,false,
2024-01-03 06:00:00,Italy,Italy,IT,206.73,268.46,57.21,49.36,,false,
2024-01-03 07:00:00,Italy,Italy,IT,207.47,268.11,56.89,50.79,,false,
2024-01-03 08:00:00,Italy,Italy,IT,201.66,262.77,57.76,51.38,,false,
2024-01-03 09:00:00,Italy,Italy,IT,189.86,250.32,59.85,53.29,,false,
2024-01-03 10:00:00,Italy,Italy,IT,174.44,232.68,62.82,56.06,,false,
2024-01-03 11:00:00,Italy,Italy,IT,157.1,211.89,66.75,59.84,,false,
2024-01-03 12:00:00,Italy,Italy,IT,148.83,202.25,68.45,60.52,,false,
2024-01-03 13:00:00,Italy,Italy,IT,167.32,224.35,64.17,55.76,,false,
2024-01-03 14:00:00,Italy,Italy,IT,197.05,258.06,58.14,49.55,,false,
2024-01-03 15:00:00,Italy,Italy,IT,211.0,272.08,55.92,47.73,,false,
2024-01-03 16:00:00,Italy,Italy,IT,213.78,271.83,56.35,49.53,,false,
2024-01-03 17:00:00,Italy,Italy,IT,216.85,276.74,55.34,48.27,,false,
2024-01-03 18:00:00,Italy,Italy,IT,221.97,282.7,54.45,47.61,,false,
2024-01-03 19:00:00,Italy,Italy,IT,226.61,291.53,52.51,44.75,,false,
2024-01-03 20:00:00,Italy,Italy,IT,221.81,286.76,53.43,45.3,,false,
2024-01-03 21:00:00,Italy,Italy,IT,202.86,264.8,57.9,49.05,,false,
2024-01-03 22:00:00,Italy,Italy,IT,177.02,233.02,64.44,53.99,,false,
2024-01-03 23:00:00,Italy,Italy,IT,168.98,223.23,66.61,56.1,,false,
2024-01-04 00:00:00,Italy,Italy,IT,167.79,222.03,66.98,57.23,,false,
2024-01-04 01:00:00,Italy,Italy,IT,172.22,227.04,66.38,57.16,,false,
2024-01-04 02:00:00,Italy,Italy,IT,173.54,228.58,66.15,56.74,,false,
2024-01-04 03:00:00,Italy,Italy,IT,175.57,230.95,65.67,56.38,,false,
2024-01-04 04:00:00,Italy,Italy,IT,179.41,235.5,64.66,54.66,,false,
2024-01-04 05:00:00,Italy,Italy,IT,194.59,252.32,61.27,52.09,,false,
2024-01-04 06:00:00,Italy,Italy,IT,200.76,257.54,59.93,51.67,,false,
2024-01-04 07:00:00,Italy,Italy,IT,188.38,242.55,62.36,54.24,,false,
2024-01-04 08:00:00,Italy,Italy,IT,176.48,227.82,65.04,57.89,,false,
2024-01-04 09:00:00,Italy,Italy,IT,158.72,212.95,67.2,60.23,,false,
2024-01-04 10:00:00,Italy,Italy,IT,149.06,202.03,69.4,62.7,,false,
2024-01-04 11:00:00,Italy,Italy,IT,147.75,200.05,69.9,63.53,,false,
2024-01-04 12:00:00,Italy,Italy,IT,159.55,213.68,67.34,61.83,,false,
2024-01-04 13:00:00,Italy,Italy,IT,175.51,232.11,64.04,57.54,,false,
2024-01-04 14:00:00,Italy,Italy,IT,205.69,267.67,57.25,49.05,,false,
2024-01-04 15:00:00,Italy,Italy,IT,227.51,292.42,52.25,44.05,,false,
2024-01-04 16:00:00,Italy,Italy,IT,225.95,288.28,53.01,44.98,,false,
2024-01-04 17:00:00,Italy,Italy,IT,227.91,289.15,53.15,46.26,,false,
2024-01-04 18:00:00,Italy,Italy,IT,233.01,294.84,52.26,45.68,,false,
2024-01-04 19:00:00,Italy,Italy,IT,241.67,308.09,49.67,42.12,,false,
2024-01-04 20:00:00,Italy,Italy,IT,247.64,318.15,47.96,39.64,,false,
2024-01-04 21:00:00,Italy,Italy,IT,241.64,314.49,48.38,38.68,,false,
2024-01-04 22:00:00,Italy,Italy,IT,234.77,306.56,50.02,39.44,,false,
2024-01-04 23:00:00,Italy,Italy,IT,211.41,276.71,56.42,43.05,,false,
2024-01-05 00:00:00,Italy,Italy,IT,212.64,277.85,56.87,44.18,,false,
2024-01-05 01:00:00,Italy,Italy,IT,206.11,271.73,57.69,43.53,,false,
2024-01-05 02:00:00,Italy,Italy,IT,211.81,279.13,56.31,42.47,,false,
2024-01-05 03:00:00,Italy,Italy,IT,207.7,274.35,56.96,42.69,,false,
2024-01-05 04:00:00,Italy,Italy,IT,203.11,268.21,57.88,43.54,,false,
2024-01-05 05:00:00,Italy,Italy,IT,221.66,286.18,55.01,43.52,,false,
2024-01-05 06:00:00,Italy,Italy,IT,223.44,287.18,54.03,44.54,,false,
2024-01-05 07:00:00,Italy,Italy,IT,219.79,279.43,55.45,47.38,,false,
2024-01-05 08:00:00,Italy,Italy,IT,211.23,266.07,58.16,50.8,,false,
2024-01-05 09:00:00,Italy,Italy,IT,205.72,264.3,57.98,50.29,,false,
2024-01-05 10:00:00,Italy,Italy,IT,197.4,258.46,58.21,50.6,,false,
2024-01-05 11:00:00,Italy,Italy,IT,198.21,258.49,58.16,49.79,,false,
2024-01-05 12:00:00,Italy,Italy,IT,201.47,265.04,56.62,47.65,,false,
2024-01-05 13:00:00,Italy,Italy,IT,207.72,269.19,56.4,47.38,,false,
2024-01-05 14:00:00,Italy,Italy,IT,218.78,279.68,54.88,46.03,,false,
2024-01-05 15:00:00,Italy,Italy,IT,221.73,281.99,54.34,45.53,,false,
2024-01-05 16:00:00,Italy,Italy,IT,216.94,272.28,56.53,48.42,,false,
2024-01-05 17:00:00,Italy,Italy,IT,218.78,274.56,56.3,48.4,,false,
2024-01-05 18:00:00,Italy,Italy,IT,219.46,276.53,55.98,47.3,,false,
2024-01-05 19:00:00,Italy,Italy,IT,224.47,286.49,53.98,44.56,,false,
2024-01-05 20:00:00,Italy,Italy,IT,226.47,290.45,53.49,43.57,,false,
2024-01-05 21:00:00,Italy,Italy,IT,217.5,279.66,56.23,46.0,,false,
2024-01-05 22:00:00,Italy,Italy,IT,209.01,269.65,58.43,48.2,,false,
2024-01-05 23:00:00,Italy,Italy,IT,215.12,277.12,57.71,48.95,,false,
2024-01-06 00:00:00,Italy,Italy,IT,213.27,276.29,58.01,48.79,,false,
2024-01-06 01:00:00,Italy,Italy,IT,216.81,281.18,57.06,48.26,,false,
2024-01-06 02:00:00,Italy,Italy,IT,210.46,273.52,58.38,49.08,,false,
2024-01-06 03:00:00,Italy,Italy,IT,206.9,269.25,59.13,49.18,,false,
2024-01-06 04:00:00,Italy,Italy,IT,217.95,282.38,57.11,46.68,,false,
2024-01-06 05:00:00,Italy,Italy,IT,228.22,295.11,54.32,44.46,,false,
2024-01-06 06:00:00,Italy,Italy,IT,229.89,296.51,53.99,44.87,,false,
2024-01-06 07:00:00,Italy,Italy,IT,216.66,280.02,56.81,46.62,,false,
2024-01-06 08:00:00,Italy,Italy,IT,211.05,272.0,57.94,48.82,,false,
2024-01-06 09:00:00,Italy,Italy,IT,216.51,276.94,56.86,48.26,,false,
2024-01-06 10:00:00,Italy,Italy,IT,213.73,272.89,57.6,49.25,,false,
2024-01-06 11:00:00,Italy,Italy,IT,220.47,279.22,56.6,48.79,,false,
2024-01-06 12:00:00,Italy,Italy,IT,217.34,280.1,55.99,47.48,,false,
2024-01-06 13:00:00,Italy,Italy,IT,220.86,284.14,55.42,46.29,,false,
2024-01-06 14:00:00,Italy,Italy,IT,230.04,294.28,53.77,45.01,,false,
2024-01-06 15:00:00,Italy,Italy,IT,226.9,290.76,54.01,44.63,,false,
2024-01-06 16:00:00,Italy,Italy,IT,220.83,280.96,55.52,47.26,,false,
2024-01-06 17:00:00,Italy,Italy,IT,210.61,267.0,58.13,50.51,,false,
2024-01-06 18:00:00,Italy,Italy,IT,208.9,265.19,58.31,50.73,,false,
2024-01-06 19:00:00,Italy,Italy,IT,217.37,273.5,57.42,49.39,,false,
2024-01-06 20:00:00,Italy,Italy,IT,220.94,280.77,56.17,47.33,,false,
2024-01-06 21:00:00,Italy,Italy,IT,222.38,285.67,55.23,45.71,,false,
2024-01-06 22:00:00,Italy,Italy,IT,208.84,272.88,57.67,47.57,,false,
2024-01-06 23:00:00,Italy,Italy,IT,203.2,266.86,59.15,50.02,,false,
2024-01-07 00:00:00,Italy,Italy,IT,199.73,261.71,60.18,50.44,,false,
2024-01-07 01:00:00,Italy,Italy,IT,205.54,267.44,59.4,50.73,,false,
2024-01-07 02:00:00,Italy,Italy,IT,203.96,265.14,60.08,51.55,,false,
2024-01-07 03:00:00,Italy,Italy,IT,203.85,265.02,60.2,50.73,,false,
2024-01-07 04:00:00,Italy,Italy,IT,202.22,262.95,60.43,50.69,,false,
2024-01-07 05:00:00,Italy,Italy,IT,199.11,258.9,61.04,50.88,,false,
2024-01-07 06:00:00,Italy,Italy,IT,196.09,254.12,61.58,51.23,,false,
2024-01-07 07:00:00,Italy,Italy,IT,188.25,245.39,62.77,52.72,,false,
2024-01-07 08:00:00,Italy,Italy,IT,175.04,231.5,64.87,54.42,,false,
2024-01-07 09:00:00,Italy,Italy,IT,169.14,224.62,66.11,55.24,,false,
2024-01-07 10:00:00,Italy,Italy,IT,166.99,221.65,66.54,56.33,,false,
2024-01-07 11:00:00,Italy,Italy,IT,162.76,215.97,67.45,57.92,,false,
2024-01-07 12:00:00,Italy,Italy,IT,153.04,202.88,70.2,60.19,,false,
2024-01-07 13:00:00,Italy,Italy,IT,150.68,200.84,70.6,60.84,,false,
2024-01-07 14:00:00,Italy,Italy,IT,149.54,198.79,70.92,61.04,,false,
2024-01-07 15:00:00,Italy,Italy,IT,152.59,202.61,69.87,59.37,,false,
2024-01-07 16:00:00,Italy,Italy,IT,167.34,219.88,66.31,58.05,,false,
2024-01-07 17:00:00,Italy,Italy,IT,172.6,225.84,65.23,57.36,,false,
2024-01-07 18:00:00,Italy,Italy,IT,180.61,232.02,64.44,56.98,,false,
2024-01-07 19:00:00,Italy,Italy,IT,191.37,243.61,62.79,54.88,,false,
2024-01-07 20:00:00,Italy,Italy,IT,200.32,259.01,60.04,52.47,,false,
2024-01-07 21:00:00,Italy,Italy,IT,204.6,266.37,58.94,51.05,,false,
2024-01-07 22:00:00,Italy,Italy,IT,199.69,259.44,60.68,51.87,,false,
2024-01-07 23:00:00,Italy,Italy,IT,190.72,251.36,62.07,52.79,,false,
2024-01-08 00:00:00,Italy,Italy,IT,195.54,257.29,61.24,51.45,,false,
2024-01-08 01:00:00,Italy,Italy,IT,209.15,274.21,58.24,49.27,,false,
2024-01-08 02:00:00,Italy,Italy,IT,215.35,282.02,56.54,48.15,,false,
2024-01-08 03:00:00,Italy,Italy,IT,220.34,287.71,55.5,47.02,,false,
2024-01-08 04:00:00,Italy,Italy,IT,230.77,299.97,53.21,44.37,,false,
2024-01-08 05:00:00,Italy,Italy,IT,229.71,297.53,53.01,41.95,,false,
2024-01-08 06:00:00,Italy,Italy,IT,237.76,304.47,50.99,41.76,,false,
2024-01-08 07:00:00,Italy,Italy,IT,229.5,287.38,54.31,45.77,,false,
2024-01-08 08:00:00,Italy,Italy,IT,226.18,282.65,55.34,46.72,,false,
2024-01-08 09:00:00,Italy,Italy,IT,230.19,288.67,54.28,46.07,,false,
2024-01-08 10:00:00,Italy,Italy,IT,229.21,287.75,54.64,47.02,,false,
2024-01-08 11:00:00,Italy,Italy,IT,237.08,299.33,52.58,45.89,,false,
2024-01-08 12:00:00,Italy,Italy,IT,239.53,306.12,50.94,43.23,,false,
2024-01-08 13:00:00,Italy,Italy,IT,241.23,307.06,50.63,42.4,,false,
2024-01-08 14:00:00,Italy,Italy,IT,246.26,311.58,49.55,41.12,,false,
2024-01-08 15:00:00,Italy,Italy,IT,242.17,304.14,51.05,42.23,,false,
2024-01-08 16:00:00,Italy,Italy,IT,246.51,306.98,50.97,44.55,,false,
2024-01-08 17:00:00,Italy,Italy,IT,251.35,313.51,49.76,45.06,,false,
2024-01-08 18:00:00,Italy,Italy,IT,252.14,316.05,49.26,44.37,,false,
2024-01-08 19:00:00,Italy,Italy,IT,250.11,317.95,48.76,43.07,,false,
2024-01-08 20:00:00,Italy,Italy,IT,244.0,311.61,50.43,43.51,,false,
2024-01-08 21:00:00,Italy,Italy,IT,227.68,293.69,53.88,46.08,,false,
2024-01-08 22:00:00,Italy,Italy,IT,217.76,283.1,55.78,48.09,,false,
2024-01-08 23:00:00,Italy,Italy,IT,206.44,269.35,58.52,51.54,,false,
2024-01-09 00:00:00,Italy,Italy,IT,206.87,270.02,58.51,52.02,,false,
2024-01-09 01:00:00,Italy,Italy,IT,216.29,281.83,56.2,51.63,,false,
2024-01-09 02:00:00,Italy,Italy,IT,220.08,287.08,54.94,51.1,,false,
2024-01-09 03:00:00,Italy,Italy,IT,219.08,285.34,55.45,50.17,,false,
2024-01-09 04:00:00,Italy,Italy,IT,236.16,306.61,51.15,46.84,,false,
2024-01-09 05:00:00,Italy,Italy,IT,252.94,327.85,46.19,41.02,,false,
2024-01-09 06:00:00,Italy,Italy,IT,269.55,343.4,42.83,39.81,,false,
2024-01-09 07:00:00,Italy,Italy,IT,259.7,328.19,46.01,43.08,,false,
2024-01-09 08:00:00,Italy,Italy,IT,246.36,314.94,48.29,44.66,,false,
2024-01-09 09:00:00,Italy,Italy,IT,242.74,314.61,48.34,44.26,,false,
2024-01-09 10:00:00,Italy,Italy,IT,240.55,312.97,48.74,44.57,,false,
2024-01-09 11:00:00,Italy,Italy,IT,241.43,314.04,48.81,44.91,,false,
2024-01-09 12:00:00,Italy,Italy,IT,250.88,325.04,46.81,42.66,,false,
2024-01-09 13:00:00,Italy,Italy,IT,268.35,346.52,42.28,37.81,,false,
2024-01-09 14:00:00,Italy,Italy,IT,281.12,360.31,39.12,34.84,,false,
2024-01-09 15:00:00,Italy,Italy,IT,286.38,365.29,38.11,34.07,,false,
2024-01-09 16:00:00,Italy,Italy,IT,302.47,375.23,37.46,35.57,,false,
2024-01-09 17:00:00,Italy,Italy,IT,299.11,372.12,38.05,36.16,,false,
2024-01-09 18:00:00,Italy,Italy,IT,297.73,374.59,37.14,34.91,,false,
2024-01-09 19:00:00,Italy,Italy,IT,305.26,387.3,34.49,31.86,,false,
2024-01-09 20:00:00,Italy,Italy,IT,295.42,377.22,37.25,31.7,,false,
2024-01-09 21:00:00,Italy,Italy,IT,284.53,366.18,39.99,32.66,,false,
2024-01-09 22:00:00,Italy,Italy,IT,282.19,363.9,40.65,33.06,,false,
2024-01-09 23:00:00,Italy,Italy,IT,279.51,361.9,40.87,32.96,,false,
2024-01-10 00:00:00,Italy,Italy,IT,285.07,368.6,39.99,31.81,,false,
2024-01-10 01:00:00,Italy,Italy,IT,285.75,368.36,40.69,31.98,,false,
2024-01-10 02:00:00,Italy,Italy,IT,284.12,366.2,41.29,32.05,,false,
2024-01-10 03:00:00,Italy,Italy,IT,286.92,369.02,40.72,31.26,,false,
2024-01-10 04:00:00,Italy,Italy,IT,299.98,386.57,36.28,28.34,,false,
2024-01-10 05:00:00,Italy,Italy,IT,304.64,392.64,33.33,27.59,,false,
2024-01-10 06:00:00,Italy,Italy,IT,322.98,409.87,29.96,26.73,,false,
2024-01-10 07:00:00,Italy,Italy,IT,311.57,391.43,33.68,31.44,,false,
2024-01-10 08:00:00,Italy,Italy,IT,303.04,376.93,37.09,35.44,,false,
2024-01-10 09:00:00,Italy,Italy,IT,299.94,378.39,36.2,34.85,,false,
2024-01-10 10:00:00,Italy,Italy,IT,296.94,381.46,34.84,33.18,,false,
2024-01-10 11:00:00,Italy,Italy,IT,303.29,392.02,32.92,30.42,,false,
2024-01-10 12:00:00,Italy,Italy,IT,307.95,397.71,31.73,29.05,,false,
2024-01-10 13:00:00,Italy,Italy,IT,313.22,400.79,31.26,28.71,,false,
2024-01-10 14:00:00,Italy,Italy,IT,311.6,396.29,32.13,29.19,,false,
2024-01-10 15:00:00,Italy,Italy,IT,312.89,392.54,33.43,30.63,,false,
2024-01-10 16:00:00,Italy,Italy,IT,315.08,394.14,33.26,31.0,,false,
2024-01-10 17:00:00,Italy,Italy,IT,314.3,392.84,33.61,31.42,,false,
2024-01-10 18:00:00,Italy,Italy,IT,315.58,395.92,32.85,30.66,,false,
2024-01-10 19:00:00,Italy,Italy,IT,322.93,407.34,30.69,27.89,,false,
2024-01-10 20:00:00,Italy,Italy,IT,301.14,381.68,36.08,30.75,,false,
2024-01-10 21:00:00,Italy,Italy,IT,291.79,377.74,36.39,29.24,,false,
2024-01-10 22:00:00,Italy,Italy,IT,291.59,377.31,37.24,29.75,,false,
2024-01-10 23:00:00,Italy,Italy,IT,266.19,345.15,43.83,33.07,,false,
2024-01-11 00:00:00,Italy,Italy,IT,264.69,342.45,44.93,33.41,,false,
2024-01-11 01:00:00,Italy,Italy,IT,268.25,345.64,45.09,33.55,,false,
2024-01-11 02:00:00,Italy,Italy,IT,266.93,343.89,45.42,33.04,,false,
2024-01-11 03:00:00,Italy,Italy,IT,267.72,345.21,45.06,32.42,,false,
2024-01-11 04:00:00,Italy,Italy,IT,278.64,360.3,41.02,30.07,,false,
2024-01-11 05:00:00,Italy,Italy,IT,295.75,382.02,35.32,27.48,,false,
2024-01-11 06:00:00,Italy,Italy,IT,315.08,399.6,31.66,28.01,,false,
2024-01-11 07:00:00,Italy,Italy,IT,304.19,381.75,35.47,32.35,,false,
2024-01-11 08:00:00,Italy,Italy,IT,290.72,366.61,38.35,35.2,,false,
2024-01-11 09:00:00,Italy,Italy,IT,279.06,360.79,38.56,34.68,,false,
2024-01-11 10:00:00,Italy,Italy,IT,272.38,353.35,40.24,35.8,,false,
2024-01-11 11:00:00,Italy,Italy,IT,270.62,352.0,40.7,35.91,,false,
2024-01-11 12:00:00,Italy,Italy,IT,266.82,347.82,41.21,36.16,,false,
2024-01-11 13:00:00,Italy,Italy,IT,266.07,346.74,40.98,35.77,,false,
2024-01-11 14:00:00,Italy,Italy,IT,284.27,366.9,36.96,31.87,,false,
2024-01-11 15:00:00,Italy,Italy,IT,287.94,368.42,36.95,31.84,,false,
2024-01-11 16:00:00,Italy,Italy,IT,290.27,369.81,36.95,32.51,,false,
2024-01-11 17:00:00,Italy,Italy,IT,295.39,373.5,36.68,33.3,,false,
2024-01-11 18:00:00,Italy,Italy,IT,297.0,378.0,35.57,32.18,,false,
2024-01-11 19:00:00,Italy,Italy,IT,304.2,387.64,33.85,30.22,,false,
2024-01-11 20:00:00,Italy,Italy,IT,279.91,358.57,39.83,33.43,,false,
2024-01-11 21:00:00,Italy,Italy,IT,272.86,352.44,41.73,32.92,,false,
2024-01-11 22:00:00,Italy,Italy,IT,267.15,343.78,44.71,35.36,,false,
2024-01-11 23:00:00,Italy,Italy,IT,258.79,332.09,47.75,37.85,,false,
2024-01-12 00:00:00,Italy,Italy,IT,262.24,336.6,47.19,37.36,,false,
2024-01-12 01:00:00,Italy,Italy,IT,253.74,326.59,49.32,39.2,,false,
2024-01-12 02:00:00,Italy,Italy,IT,239.54,309.28,52.47,41.58,,false,
2024-01-12 03:00:00,Italy,Italy,IT,235.89,305.06,53.03,42.91,,false,
2024-01-12 04:00:00,Italy,Italy,IT,241.06,312.64,50.66,41.93,,false,
2024-01-12 05:00:00,Italy,Italy,IT,246.42,318.13,48.4,40.92,,false,
2024-01-12 06:00:00,Italy,Italy,IT,248.23,313.15,49.31,43.73,,false,
2024-01-12 07:00:00,Italy,Italy,IT,245.87,309.18,49.85,44.87,,false,
2024-01-12 08:00:00,Italy,Italy,IT,230.21,293.84,52.33,47.81,,false,
2024-01-12 09:00:00,Italy,Italy,IT,224.06,289.64,52.76,49.24,,false,
2024-01-12 10:00:00,Italy,Italy,IT,216.72,283.62,53.71,50.52,,false,
2024-01-12 11:00:00,Italy,Italy,IT,215.49,283.89,53.69,50.18,,false,
2024-01-12 12:00:00,Italy,Italy,IT,216.72,285.87,53.24,49.19,,false,
2024-01-12 13:00:00,Italy,Italy,IT,226.49,296.51,51.31,46.67,,false,
2024-01-12 14:00:00,Italy,Italy,IT,242.96,315.22,47.58,42.58,,false,
2024-01-12 15:00:00,Italy,Italy,IT,247.49,317.16,47.44,40.74,,false,
2024-01-12 16:00:00,Italy,Italy,IT,250.19,317.29,47.62,41.74,,false,
2024-01-12 17:00:00,Italy,Italy,IT,250.11,318.23,47.55,42.63,,false,
2024-01-12 18:00:00,Italy,Italy,IT,256.11,325.4,46.42,41.61,,false,
2024-01-12 19:00:00,Italy,Italy,IT,262.79,337.17,44.5,38.35,,false,
2024-01-12 20:00:00,Italy,Italy,IT,267.22,341.07,44.74,37.72,,false,
2024-01-12 21:00:00,Italy,Italy,IT,257.0,328.37,47.99,40.0,,false,
2024-01-12 22:00:00,Italy,Italy,IT,259.34,333.89,47.26,40.04,,false,
2024-01-12 23:00:00,Italy,Italy,IT,241.83,311.97,52.09,42.67,,false,
2024-01-13 00:00:00,Italy,Italy,IT,229.93,297.78,54.79,44.34,,false,
2024-01-13 01:00:00,Italy,Italy,IT,231.43,299.84,54.54,44.77,,false,
2024-01-13 02:00:00,Italy,Italy,IT,233.55,302.7,53.94,44.52,,false,
2024-01-13 03:00:00,Italy,Italy,IT,232.6,301.9,53.86,43.51,,false,
2024-01-13 04:00:00,Italy,Italy,IT,238.18,309.37,52.06,41.89,,false,
2024-01-13 05:00:00,Italy,Italy,IT,244.6,316.74,50.51,40.5,,false,
2024-01-13 06:00:00,Italy,Italy,IT,237.34,304.01,52.82,44.35,,false,
2024-01-13 07:00:00,Italy,Italy,IT,229.61,292.17,54.85,47.06,,false,
2024-01-13 08:00:00,Italy,Italy,IT,211.71,275.46,57.24,50.08,,false,
2024-01-13 09:00:00,Italy,Italy,IT,199.12,262.11,59.73,52.98,,false,
2024-01-13 10:00:00,Italy,Italy,IT,189.98,251.73,61.81,55.23,,false,
2024-01-13 11:00:00,Italy,Italy,IT,183.15,244.21,63.07,57.17,,false,
2024-01-13 12:00:00,Italy,Italy,IT,187.91,250.49,61.65,55.46,,false,
2024-01-13 13:00:00,Italy,Italy,IT,197.93,262.72,59.5,52.08,,false,
2024-01-13 14:00:00,Italy,Italy,IT,228.98,299.57,52.58,44.22,,false,
2024-01-13 15:00:00,Italy,Italy,IT,256.21,326.93,47.72,39.4,,false,
2024-01-13 16:00:00,Italy,Italy,IT,253.32,319.02,49.35,41.64,,false,
2024-01-13 17:00:00,Italy,Italy,IT,250.21,312.2,50.91,44.33,,false,
2024-01-13 18:00:00,Italy,Italy,IT,255.94,319.15,49.88,43.5,,false,
2024-01-13 19:00:00,Italy,Italy,IT,259.94,325.45,48.83,42.28,,false,
2024-01-13 20:00:00,Italy,Italy,IT,265.73,340.75,45.49,38.01,,false,
2024-01-13 21:00:00,Italy,Italy,IT,263.47,339.82,45.95,37.67,,false,
2024-01-13 22:00:00,Italy,Italy,IT,251.97,326.2,48.88,40.18,,false,
2024-01-13 23:00:00,Italy,Italy,IT,236.8,306.13,53.27,44.84,,false,
2024-01-14 00:00:00,Italy,Italy,IT,236.94,309.08,51.8,44.73,,false,
2024-01-14 01:00:00,Italy,Italy,IT,236.17,308.08,52.36,45.55,,false,
2024-01-14 02:00:00,Italy,Italy,IT,238.14,309.96,52.2,44.36,,false,
